معرف الدواء,اسم الدواء,المواد الفعالة,العيارات,الشكل الصيدلاني,المصنع,التركيب الأصلي,الشكل الأصلي,حالة المصدر
175,Fluva 80,fluvastatin 80mg / SR-tab,,SR-tab,ابن الهيثم,fluvastatin 80mg / SR-tab,SR-tab,بيانات مكتملة
176,Folevit,folic Acid + thiamine + vit B12 + vit PP 12mg / oral-vial,3mg + 6mg + 0.006mg + ,oral-vial,ابن الهيثم,folic Acid 3mg+thiamine 6mg+vit B12 0.006mg+vit PP 12mg / oral-vial,oral-vial,بيانات مكتملة
177,Folin B12,folic Acid + niacin + vit B12 0.1mg / oral-vial,1.4mg + 20mg + ,oral-vial,ابن الهيثم,folic Acid 1.4mg+niacin 20mg+vit B12 0.1mg / oral-vial,oral-vial,بيانات مكتملة
178,Forderm,betamethasone + clioquinol + gentamicin + tolnaftate,0.05% + 1% + 0.1% + 1%,كريم,ابن الهيثم,betamethasone 0.05%+clioquinol 1%+gentamicin 0.1%+tolnaftate 1%,cream,بيانات مكتملة
179,Formovent 0.012,formoterol 0.012mg / inh-cap,,كبسولة,ابن الهيثم,formoterol 0.012mg / inh-cap,cap,بيانات مكتملة
180,Fosfomycin 2000,fosfomycin 2000mg / sachet,,ظرف,ابن الهيثم,fosfomycin 2000mg / sachet,sachet,بيانات مكتملة
181,Fosfomycin 3000,fosfomycin 3000mg / sachet,,ظرف,ابن الهيثم,fosfomycin 3000mg / sachet,sachet,بيانات مكتملة
182,Gain Grow 2%,minoxidil,2%,بخاخ,ابن الهيثم,minoxidil 2%,spray,بيانات مكتملة
183,Gain Grow 5%,minoxidil,5%,بخاخ,ابن الهيثم,minoxidil 5%,spray,بيانات مكتملة
184,Gensen Power,ginseng,,قرص مغلف,ابن الهيثم,ginseng,coated-tab,بيانات مكتملة
185,Glubalance 1000,metformin,1000mg,قرص مغلف,ابن الهيثم,metformin 1000mg / c-tab,coated-tab,بيانات مكتملة
186,Glubalance 500,metformin,500mg,قرص مغلف,ابن الهيثم,metformin 500mg / c-tab,coated-tab,بيانات مكتملة
187,Glubalance XR 1000,metformin 1000mg / XR-tab,,XR-tab,ابن الهيثم,metformin 1000mg / XR-tab,XR-tab,بيانات مكتملة
188,Glubalance XR 500,metformin 500mg / XR-tab,,XR-tab,ابن الهيثم,metformin 500mg / XR-tab,XR-tab,بيانات مكتملة
189,Glubalance XR 750,metformin 750mg / XR-tab,,XR-tab,ابن الهيثم,metformin 750mg / XR-tab,XR-tab,بيانات مكتملة
190,Gluco Fer,sod.Ferric Gluconate,300mg,قرص مغلف,ابن الهيثم,sod.Ferric Gluconate 300mg / tab,coated-tab,بيانات مكتملة
191,Gluco Fer Baby,sod.Ferric Gluconate,126mg,oral-vial,ابن الهيثم,sod.Ferric Gluconate 126mg / vial,oral-vial,بيانات مكتملة
192,Glucos Amine Collagen,collagen + glucos Amine, + ,كبسولة,ابن الهيثم,collagen +glucos Amine/ c-tab,cap,بيانات مكتملة
193,Glucos Amine Forte,glucos Amine 1000mg / caplet,,قرص كبسولي,ابن الهيثم,glucos Amine 1000mg / caplet,caplet,بيانات مكتملة
194,Glucos Amine Gold,chondroitin + copper + folic Acid + ginger Root + glucosamine + manganese + rose Hip + selenium,50mg + 0.5mg + 0.2mg + 40mg + 500mg + 2mg + 50mg + 0.06mg,قرص كبسولي,ابن الهيثم,chondroitin 50mg+copper 0.5mg+folic Acid 0.2mg+ginger Root 40mg+glucosamine 500mg+manganese 2mg+rose Hip 50mg+selenium 0.06mg,caplet,بيانات مكتملة
195,Glucos Amine Platinium,bromelain + chondroitin + copper + folic Acid + ginger + glucosamine + hyaloronic Acid + manganese 2,100mg + 50mg + 0.5mg + 0.2mg + 40mg + 500mg + 50mg + ,قرص كبسولي,ابن الهيثم,bromelain 100mg+chondroitin 50mg+copper 0.5mg+folic Acid 0.2mg+ginger 40mg+glucosamine 500mg+hyaloronic Acid 50mg+manganese 2,caplet,بيانات مكتملة
196,Glucos Amine Plus,chondroitin + glucos Amine,400mg + 500mg,قرص مغلف,ابن الهيثم,chondroitin 400mg+glucos Amine 500mg / c-tab,coated-tab,بيانات مكتملة
197,m m,,,,,,,التركيب غير موجود في APK
198,Glucos Amine T.S,chondroitin + glucos Amine + Methyl Sulfonyl Methane,200mg + 500mg + 300mg,قرص مغلف,ابن الهيثم,chondroitin 200mg+glucos Amine 500mg+Methyl Sulfonyl Methane 300mg / c-tab,coated-tab,بيانات مكتملة
199,Glucos Amine USP 500,glucos Amine,500mg,قرص مغلف,ابن الهيثم,glucos Amine 500mg / c-tab,coated-tab,بيانات مكتملة
200,Glycempa 10/5,empagliflozin + linagliptin,10mg + 5mg,قرص مغلف,ابن الهيثم,empagliflozin 10mg+linagliptin 5mg / c-tab,coated-tab,بيانات مكتملة
201,Glycempa 25/5,empagliflozin + linagliptin,25mg + 5mg,قرص مغلف,ابن الهيثم,empagliflozin 25mg+linagliptin 5mg / c-tab,coated-tab,بيانات مكتملة
202,Grand Vita,minerals + multivitamin, + ,شراب,ابن الهيثم,minerals+multivitamin,syrup,بيانات مكتملة
203,Green Tea Gum,chromium + green Tea Leavs Extract 17.8mg / gum,21mg + ,gum,ابن الهيثم,chromium 21mg+green Tea Leavs Extract 17.8mg / gum,gum,بيانات مكتملة
204,Guafex,bromhexine + chlorpheniramine + guaifenesin 50mg / dispers-tab,4mg + 2mg + ,dispersable-tab,ابن الهيثم,bromhexine 4mg+chlorpheniramine 2mg+guaifenesin 50mg / dispers-tab,dispersable-tab,بيانات مكتملة
205,Harmostar 20,duloxetine 20mg / caplet,,قرص كبسولي,ابن الهيثم,duloxetine 20mg / caplet,caplet,بيانات مكتملة
206,Harmostar 30,duloxetine 30mg / caplet,,قرص كبسولي,ابن الهيثم,duloxetine 30mg / caplet,caplet,بيانات مكتملة
207,Harmostar 40,duloxetine 40mg / caplet,,قرص كبسولي,ابن الهيثم,duloxetine 40mg / caplet,caplet,بيانات مكتملة
208,Harmostar 60,duloxetine 60mg / caplet,,قرص كبسولي,ابن الهيثم,duloxetine 60mg / caplet,caplet,بيانات مكتملة
209,Hazi Cavid,calcium Carbonate + vit D3,625mg + 0.01mg,قرص,ابن الهيثم,calcium Carbonate 625mg+vit D3 0.01mg / tab,tab,بيانات مكتملة
210,Hazi Cavid Forte,calcium Carbonate + vit D3 0.022mg / sachet,2500mg + ,ظرف,ابن الهيثم,calcium Carbonate 2500mg+vit D3 0.022mg / sachet,sachet,بيانات مكتملة
211,Hazi Paradol,caffeine + paracetamol + propyphenazone,50mg + 250mg + 150mg,قرص,ابن الهيثم,caffeine 50mg+paracetamol 250mg+propyphenazone 150mg / tab,tab,بيانات مكتملة
212,Healthy Pregna,multi Vitamins for pregnant womens,,قرص,ابن الهيثم,multi Vitamins for pregnant womens,tab,بيانات مكتملة
213,Hepaveron 200,ribavirin,200mg,كبسولة,ابن الهيثم,ribavirin 200mg / cap,cap,بيانات مكتملة
214,High C,ascorbic Acid,500mg,كبسولة,ابن الهيثم,ascorbic Acid 500mg / cap,cap,بيانات مكتملة
215,High CZinc,ascorbic Acid + zinc,400mg + 50mg,كبسولة,ابن الهيثم,ascorbic Acid 400mg+zinc 50mg / cap,cap,بيانات مكتملة
216,High D 10000,"vit D3 ( cholecalciferol ) 10,000i.u. / oral-vial",,قطرات فموية,ابن الهيثم,"vit D3 ( cholecalciferol ) 10,000i.u. / oral-vial",oral-drops,بيانات مكتملة
217,High D 25000,"vit D3 ( cholecalciferol ) 25,000i.u. / oral-vial",,oral-vial,ابن الهيثم,"vit D3 ( cholecalciferol ) 25,000i.u. / oral-vial",oral-vial,بيانات مكتملة
218,High D 50000,"vit D3 ( cholecalciferol ) 50,000i.u. / oral-vial",,oral-vial,ابن الهيثم,"vit D3 ( cholecalciferol ) 50,000i.u. / oral-vial",oral-vial,بيانات مكتملة
219,High Zinc 50,zinc,50mg,كبسولة,ابن الهيثم,zinc 50mg / cap,cap,بيانات مكتملة
220,Hypozide 150 /12.5,H.C.T.Z. ( Hydro Chlor Thia Zide ) + irbesartan,12.5mg + 150mg,قرص,ابن الهيثم,H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+irbesartan 150mg / tab,tab,بيانات مكتملة
221,Hypozide 300 /12.5,H.C.T.Z. ( Hydro Chlor Thia Zide ) + irbesartan,12.5mg + 300mg,قرص,ابن الهيثم,H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+irbesartan 300mg / tab,tab,بيانات مكتملة
222,Indapamide 1.5,indapamide,1.5mg,SR-coated-tab,ابن الهيثم,indapamide 1.5mg / c-tab,SR-coated-tab,بيانات مكتملة
223,Indomigraine,caffeine + indomethacin + prochlorperazine,75mg + 25mg + 4mg,تحاميل,ابن الهيثم,caffeine 75mg+indomethacin 25mg+prochlorperazine 4mg / supp,supp,بيانات مكتملة
224,Indomigraine Forte,caffeine + indomethacin + prochlorperazine,150mg + 50mg + 8mg,تحاميل,ابن الهيثم,caffeine 150mg+indomethacin 50mg+prochlorperazine 8mg / supp,supp,بيانات مكتملة
225,Iron Folic Zinc,iron + folic Acid + zinc 61.8mg / SR-cap,47mg + 0.5mg + ,SR-cap,ابن الهيثم,iron 47mg+folic Acid 0.5mg+zinc 61.8mg / SR-cap,SR-cap,بيانات مكتملة
226,Isosorbide Mono 10,isosorbide Mononitrate,10mg,قرص,ابن الهيثم,isosorbide Mononitrate 10mg / tab,tab,بيانات مكتملة
227,Isosorbide Mono 20,isosorbide Mononitrate,20mg,قرص,ابن الهيثم,isosorbide Mononitrate 20mg / tab,tab,بيانات مكتملة
228,Isosorbide Mono 40,isosorbide Mono Nitrate,40mg,كبسولة,ابن الهيثم,isosorbide Mono Nitrate 40mg / cap,cap,بيانات مكتملة
229,Isosorbide Mono 60,isosorbide Mononitrate,60mg,كبسولة,ابن الهيثم,isosorbide Mononitrate 60mg / cap,cap,بيانات مكتملة
230,Isotritine 0.05%,isotretinoin,0.05%,جل,ابن الهيثم,isotretinoin 0.05%,gel,بيانات مكتملة
231,Lactisyr,vaginal solution with lactic Acid base,,vag-solu,ابن الهيثم,vaginal solution with lactic Acid base / 5ml,vag-solu,بيانات مكتملة
232,Lactisyr AV,vaginal solution with lactic Acid base,,vag-solu,ابن الهيثم,vaginal solution with lactic Acid base / 5ml,vag-solu,بيانات مكتملة
233,Lactisyr New,vaginal solution with lactic Acid base,,vag-solu+pump,ابن الهيثم,vaginal solution with lactic Acid base / 5ml,vag-solu+pump,بيانات مكتملة
234,Lactulose 3330,lactulose,3330mg,شراب,ابن الهيثم,lactulose 3330mg / 5ml,syrup,بيانات مكتملة
235,Lamic 100,lamotrigine,100mg,قرص,ابن الهيثم,lamotrigine 100mg / tab,tab,بيانات مكتملة
236,Lamic 200,lamotrigine,200mg,قرص,ابن الهيثم,lamotrigine 200mg / tab,tab,بيانات مكتملة
237,Lamic 25,lamotrigine,25mg,قرص,ابن الهيثم,lamotrigine 25mg / tab,tab,بيانات مكتملة
238,Lamic 5,lamotrigine 5mg / chew-tab,,قرص للمضغ,ابن الهيثم,lamotrigine 5mg / chew-tab,chew-tab,بيانات مكتملة
239,Laxopride 1,prucalopride,1mg,قرص مغلف,ابن الهيثم,prucalopride 1mg / c-tab,coated-tab,بيانات مكتملة
240,Laxopride 2,prucalopride,2mg,قرص مغلف,ابن الهيثم,prucalopride 2mg / c-tab,coated-tab,بيانات مكتملة
241,Levo Histamine 2.5,levocetirizine,2.5mg,معلق,ابن الهيثم,levocetirizine 2.5mg / 5ml,susp,بيانات مكتملة
242,Levo Histamine 5,levocetirizine,5mg,قرص مغلف,ابن الهيثم,levocetirizine 5mg / c-tab,coated-tab,بيانات مكتملة
243,Levramax 1000,levetiracetam,1000mg,قرص مغلف,ابن الهيثم,levetiracetam 1000mg / c-tab,coated-tab,بيانات مكتملة
244,Levramax 250,levetiracetam,250mg,قرص مغلف,ابن الهيثم,levetiracetam 250mg / c-tab,coated-tab,بيانات مكتملة
245,Levramax 500,levetiracetam,500mg,قرص مغلف,ابن الهيثم,levetiracetam 500mg / c-tab,coated-tab,بيانات مكتملة
246,Levramax 750,levetiracetam,750mg,قرص مغلف,ابن الهيثم,levetiracetam 750mg / c-tab,coated-tab,بيانات مكتملة
247,Lidocaine 3%,lidocaine,3%,مرهم,ابن الهيثم,lidocaine 3%,oint,بيانات مكتملة
248,Linta,,,كريم,ابن الهيثم,,cream,التركيب غير موجود في APK
249,Loprinol 100,allopurinol,100mg,قرص مغلف,ابن الهيثم,allopurinol 100mg / c-tab,coated-tab,بيانات مكتملة
250,Loprinol 300,allopurinol,300mg,قرص مغلف,ابن الهيثم,allopurinol 300mg / c-tab,coated-tab,بيانات مكتملة
251,Loricstat 120,febuxostat,120mg,قرص مغلف,ابن الهيثم,febuxostat 120mg / c-tab,coated-tab,بيانات مكتملة
252,Loricstat 40,febuxostat,40mg,قرص مغلف,ابن الهيثم,febuxostat 40mg / c-tab,coated-tab,بيانات مكتملة
253,Loricstat 80,febuxostat,80mg,قرص مغلف,ابن الهيثم,febuxostat 80mg / c-tab,coated-tab,بيانات مكتملة
254,Lornomax 4,lornoxicam,4mg,قرص مغلف,ابن الهيثم,lornoxicam 4mg / c-tab,coated-tab,بيانات مكتملة
255,Lornomax 8,lornoxicam,8mg,قرص مغلف,ابن الهيثم,lornoxicam 8mg / c-tab,coated-tab,بيانات مكتملة
256,LSulpiride 25,levo Sulpiride,25mg,قرص,ابن الهيثم,levo Sulpiride 25mg / tab,tab,بيانات مكتملة
257,Lunail 5%,luliconazole,5%,nail-dropser,ابن الهيثم,luliconazole 5%,nail-dropser,بيانات مكتملة
258,Mefenamic 50,mefenamic Acid,50mg,معلق,ابن الهيثم,mefenamic Acid 50mg / 5ml,susp,بيانات مكتملة
259,Metacin 60,acemetacin,60mg,كبسولة,ابن الهيثم,acemetacin 60mg / cap,cap,بيانات مكتملة
260,Metrospirazol,metronidazole + spiramycin,250mg + 1500000i.u.,قرص مغلف,ابن الهيثم,metronidazole 250mg+spiramycin 1500000i.u. / c-tab,coated-tab,بيانات مكتملة
261,Metrovagyl,metronidazole + miconazole 150mg / ovule,500mg + ,بويضة مهبلية,ابن الهيثم,metronidazole 500mg+miconazole 150mg / ovule,ovule,بيانات مكتملة
262,Metroxazide,metronidazole + nifuroxazide,600mg + 200mg,كبسولة,ابن الهيثم,metronidazole 600mg+nifuroxazide 200mg/ 5ml,cap,بيانات مكتملة
263,MG 130,magnesium Pidolate 1500mg / oral-vial,,oral-vial,ابن الهيثم,magnesium Pidolate 1500mg / oral-vial,oral-vial,بيانات مكتملة
264,MG 2250,magnesium Pidolate 2250mg / sachet,,ظرف,ابن الهيثم,magnesium Pidolate 2250mg / sachet,sachet,بيانات مكتملة
265,Micostop 0.2%,tioconazole,0.2%,vag-solu,ابن الهيثم,tioconazole 0.2%,vag-solu,بيانات مكتملة
266,Micostop 1%,tioconazole,1%,كريم,ابن الهيثم,tioconazole 1%,cream,بيانات مكتملة
267,Micostop 100,tioconazole 100mg / vag-ovule,,vag-ovule,ابن الهيثم,tioconazole 100mg / vag-ovule,vag-ovule,بيانات مكتملة
268,Micostop 2%,tioconazole,2%,vag-cream,ابن الهيثم,tioconazole 2%,vag-cream,بيانات مكتملة
269,Micostop 28%,tioconazole,28%,nail-solu,ابن الهيثم,tioconazole 28%,nail-solu,بيانات مكتملة
270,Micostop 300,tioconazole 300mg / vag-ovule,,vag-ovule,ابن الهيثم,tioconazole 300mg / vag-ovule,vag-ovule,بيانات مكتملة
271,Microfibrate 200,fenofibrate Micronised,200mg,كبسولة,ابن الهيثم,fenofibrate Micronised 200mg / cap,cap,بيانات مكتملة
272,Microfibrate 67,fenofibrate Micronised,67mg,كبسولة,ابن الهيثم,fenofibrate Micronised 67mg / cap,cap,بيانات مكتملة
273,Mignil 100,miglitol,100mg,قرص مغلف,ابن الهيثم,miglitol 100mg / c-tab,coated-tab,بيانات مكتملة
274,Mignil 25,miglitol,25mg,قرص مغلف,ابن الهيثم,miglitol 25mg / c-tab,coated-tab,بيانات مكتملة
275,Mignil 50,miglitol,50mg,قرص مغلف,ابن الهيثم,miglitol 50mg / c-tab,coated-tab,بيانات مكتملة
276,Migragesic 12.5,almotriptan,12.5mg,قرص مغلف,ابن الهيثم,almotriptan 12.5mg / c-tab,coated-tab,بيانات مكتملة
277,Mini Vita,essential Elements + multivitamins / chew-tab, + ,قرص للمضغ,ابن الهيثم,essential Elements+multivitamins / chew-tab,chew-tab,بيانات مكتملة
278,Minocycline 100,minocycline,100mg,قرص,ابن الهيثم,minocycline 100mg / tab,tab,بيانات مكتملة
279,Mirtapine 15,mirtazapine,15mg,قرص مغلف,ابن الهيثم,mirtazapine 15mg / c-tab,coated-tab,بيانات مكتملة
280,Mirtapine 30,mirtazapine,30mg,قرص مغلف,ابن الهيثم,mirtazapine 30mg / c-tab,coated-tab,بيانات مكتملة
281,Monalev,levocetrizine + montelukast 10mg / bi-tab,5mg + ,bi-tab,ابن الهيثم,levocetrizine 5mg+montelukast 10mg / bi-tab,bi-tab,بيانات مكتملة
282,Morvit,pizotifen + thiamine + vit B2 + vit B3 + vit B6,0.250mg + 0.7mg + 1.14mg + 5mg + 0.7mg,شراب,ابن الهيثم,pizotifen 0.250mg+thiamine 0.7mg+vit B2 1.14mg+vit B3 5mg+vit B6 0.7mg / 5ml,syrup,بيانات مكتملة
283,Movix Hot,diclofenac Diethyl Ammonium + menthol + methyl Salisylate,1.16% + 5% + 10%,جل,ابن الهيثم,diclofenac Diethyl Ammonium 1.16%+menthol 5%+methyl Salisylate 10%,gel,بيانات مكتملة
284,Moxicin 400,moxifloxacin,400mg,قرص,ابن الهيثم,moxifloxacin 400mg / tab,tab,بيانات مكتملة
285,Naftine 1%,naftifine,1%,كريم,ابن الهيثم,naftifine 1%,cream,بيانات مكتملة
286,Naftine 10,naftifine 10mg / ml,,محلول,ابن الهيثم,naftifine 10mg / ml,solu,بيانات مكتملة
287,Newdex,dexamethasone + neomycin,0.1% + 0.35%,كريم,ابن الهيثم,dexamethasone 0.1%+neomycin 0.35%,cream,بيانات مكتملة
288,Newspaslar 40,otilonium,40mg,قرص,ابن الهيثم,otilonium 40mg / tab,tab,بيانات مكتملة
289,Nexigast 10,esomeprazole 10mg / sachet,,ظرف,ابن الهيثم,esomeprazole 10mg / sachet,sachet,بيانات مكتملة
290,Nexigast 20,esomeprazole 20mg / DR-cap,,DR-cap,ابن الهيثم,esomeprazole 20mg / DR-cap,DR-cap,بيانات مكتملة
291,Nexigast 40,esomeprazole 40mg / DR-cap,,DR-cap,ابن الهيثم,esomeprazole 40mg / DR-cap,DR-cap,بيانات مكتملة
292,Nimesulide 100,nimesulide,100mg,قرص,ابن الهيثم,nimesulide 100mg / tab,tab,بيانات مكتملة
293,Nimesulide 200,nimesulide,200mg,تحاميل,ابن الهيثم,nimesulide 200mg / supp,supp,بيانات مكتملة
294,Nimesulide 3%,nimesulide,3%,جل,ابن الهيثم,nimesulide 3%,gel,بيانات مكتملة
295,Nimesulide 50,nimesulide,50mg,معلق,ابن الهيثم,nimesulide 50mg / 5ml,susp,بيانات مكتملة
296,Omecarbonate 20,omeprazole + sodium Bi Carbonate,20mg + 1100mg,كبسولة,ابن الهيثم,omeprazole 20mg+sodium Bi Carbonate 1100mg / cap,cap,بيانات مكتملة
297,Ome Carbonate 40,omeprazole + sod.Bi Carbonate,40mg + 1100mg,كبسولة,ابن الهيثم,omeprazole 40mg+sod.Bi Carbonate 1100mg / cap,cap,بيانات مكتملة
298,Opicadril 100,racecadotril,100mg,كبسولة,ابن الهيثم,racecadotril 100mg / cap,cap,بيانات مكتملة
299,Oralog paste 1%,triam Cinolone,0.1%,oral-paste,ابن الهيثم,triam Cinolone 0.1%,oral-paste,بيانات مكتملة
300,Orlistat 120,orlistat,120mg,كبسولة,ابن الهيثم,orlistat 120mg / cap,cap,بيانات مكتملة
301,Orphacet,orphenadrine + paracetamol,35mg + 450mg,قرص,ابن الهيثم,orphenadrine 35mg+paracetamol 450mg / tab,tab,بيانات مكتملة
302,Ortazym,chymotrypsin + trypsin ), + 100000i.u.,قرص مغلف,ابن الهيثم,chymotrypsin+trypsin ) 100000i.u. / c-tab,coated-tab,بيانات مكتملة
303,Otobiotic,neomycin + polymyxin 10000i.u. / ml,3400i.u. + ,قطرة أذنية,ابن الهيثم,neomycin 3400i.u.+polymyxin 10000i.u. / ml,ear-drops,بيانات مكتملة
304,Otocain,phenazone + procaine 29mg / ml,25mg + ,قطرة أذنية,ابن الهيثم,phenazone 25mg+procaine 29mg / ml,ear-drops,بيانات مكتملة
305,Oxydol 2.5/325,oxycodone + paracetamol,2.5mg + 325mg,قرص,ابن الهيثم,oxycodone 2.5mg+paracetamol 325mg / tab,tab,بيانات مكتملة
306,Oxydol 5/325,oxycodone + paracetamol,5mg + 325mg,قرص,ابن الهيثم,oxycodone 5mg+paracetamol 325mg / tab,tab,بيانات مكتملة
